Datetime,Open,Volume,PE_Ratio,52_Week_High,52_Week_Low,Is_52_week_high,Is_52_week_low,Is_high,Is_low,Maket_index,Sector_index,SMA_20,SMA_50,EMA_20,EMA_50,BB_upper,BB_lower,RSI,MACD,Target,Delta_Target
2024-11-04 03:45:00+00:00,40253.1484375,0,,44330.6,31320.15,0,0,0,0,24300.19921875,40253.1484375,,,40175.6015625,40175.6015625,,,,0.0,40179.44921875,-73.69921875
2024-11-04 03:46:00+00:00,40179.44921875,0,,44330.6,31320.15,0,0,0,0,24198.400390625,40179.44921875,,,40173.61086309524,40174.7818627451,,,,-1.1709996498611872,40151.44921875,-28.0
2024-11-04 03:47:00+00:00,40151.44921875,0,,44330.6,31320.15,0,0,0,0,24149.400390625,40151.44921875,,,40179.06682256236,40176.982512735485,,,,2.0843098268742324,40232.3515625,80.90234375
2024-11-04 03:48:00+00:00,40232.3515625,0,,44330.6,31320.15,0,0,0,0,24141.400390625,40232.3515625,,,40179.288881127846,40177.15568625566,,,,2.1331948721854133,40185.19921875,-47.15234375
2024-11-04 03:49:00+00:00,40185.19921875,0,,44330.6,31320.15,0,0,0,0,24130.400390625,40185.19921875,,,40180.64232102043,40177.79663973583,,,,2.8456812845979584,40196.3984375,11.19921875
2024-11-04 03:50:00+00:00,40196.3984375,0,,44330.6,31320.15,0,0,0,0,24115.099609375,40196.3984375,,,40186.3620255661,40180.26340754031,,,,6.098618025789619,40242.19921875,45.80078125
2024-11-04 03:51:00+00:00,40242.19921875,0,,44330.6,31320.15,0,0,0,0,24118.94921875,40242.19921875,,,40188.922785036,40181.55699940148,,,,7.3657856345162145,40211.0,-31.19921875
2024-11-04 03:52:00+00:00,40211.0,0,,44330.6,31320.15,0,0,0,0,24118.849609375,40211.0,,,40194.20171622305,40184.0195312877,,,,10.18218493535096,40248.1015625,37.1015625
2024-11-04 03:53:00+00:00,40248.1015625,0,,44330.6,31320.15,0,0,0,0,24107.599609375,40248.1015625,,,40197.168368249426,40185.64039525681,,,,11.527972992618743,40227.19921875,-20.90234375
2024-11-04 03:54:00+00:00,40227.19921875,0,,44330.6,31320.15,0,0,0,0,24099.099609375,40227.19921875,,,40197.34280936853,40186.16430132517,,,,11.178508043361944,40203.1015625,-24.09765625
2024-11-04 03:55:00+00:00,40203.1015625,0,,44330.6,31320.15,0,0,0,0,24084.099609375,40203.1015625,,,40201.67697633343,40188.38733117516,,,,13.289645158271014,40243.6015625,40.5
2024-11-04 03:56:00+00:00,40243.6015625,0,,44330.6,31320.15,0,0,0,1,24106.80078125,40243.6015625,,,40207.35543394453,40191.24668215849,,,,16.108751786043285,40263.30078125,19.69921875
2024-11-04 03:57:00+00:00,40263.30078125,0,,44330.6,31320.15,0,0,0,0,24113.25,40263.30078125,,,40208.178725949816,40192.217400505215,,,,15.961325444601243,40217.1015625,-46.19921875
2024-11-04 03:58:00+00:00,40217.1015625,0,,44330.6,31320.15,0,0,0,0,24091.05078125,40217.1015625,,,40210.62375800221,40193.85011274031,,,56.691436469046714,16.773645261906495,40236.0,18.8984375
2024-11-04 03:59:00+00:00,40236.0,0,,44330.6,31320.15,0,0,0,0,24083.80078125,40236.0,,,40217.93116795438,40197.51683626029,,,61.43204232668915,20.414331694089924,40287.1015625,51.1015625
2024-11-04 04:00:00+00:00,40287.1015625,0,,44330.6,31320.15,0,0,1,0,24074.05078125,40287.1015625,,,40223.05193469682,40200.425949299104,,,62.09908061206353,22.62598539771716,40266.94921875,-20.15234375
2024-11-04 04:01:00+00:00,40266.94921875,0,,44330.6,31320.15,0,0,0,0,24098.80078125,40266.94921875,,,40236.35167603522,40206.78960692463,,,63.224815195152345,29.562069110594166,40358.25,91.30078125
2024-11-04 04:02:00+00:00,40358.25,0,,44330.6,31320.15,0,0,0,0,24105.400390625,40358.25,,,40251.85166522234,40214.3312522413,,,72.43386413769784,37.520412981037225,40398.55078125,40.30078125
2024-11-04 04:03:00+00:00,40398.55078125,0,,44330.6,31320.15,0,0,0,0,24102.75,40398.55078125,,,40259.45135782022,40218.93192617302,,,62.77821135391375,40.51943164719705,40331.94921875,-66.6015625
2024-11-04 04:04:00+00:00,40331.94921875,0,,44330.6,31320.15,0,0,0,0,24074.44921875,40331.94921875,40248.690234375,,40264.127493384956,40222.446391078,40375.19173796403,40122.188730785965,56.56889588092033,41.68110230695311,40313.3984375,-18.55078125
2024-11-04 04:05:00+00:00,40313.3984375,0,,44330.6,31320.15,0,0,0,0,24064.5,40313.3984375,40258.9126953125,,40275.16780651496,40228.626955398475,40393.34026110663,40124.485129518376,64.87933041096653,46.54085111648601,40376.75,63.3515625
2024-11-04 04:06:00+00:00,40376.75,0,,44330.6,31320.15,0,0,0,0,24084.75,40376.75,40268.252734375,,40281.48515827544,40233.05334930442,40398.07175594763,40138.43371280236,58.552387240539765,48.43180897102138,40338.94921875,-37.80078125
2024-11-04 04:07:00+00:00,40338.94921875,0,,44330.6,31320.15,0,0,0,0,24088.599609375,40338.94921875,40272.0177734375,,40283.83887832064,40235.921814772875,40401.64292452073,40142.39262235427,56.91878773291614,47.91706354776397,40306.55078125,-32.3984375
2024-11-04 04:08:00+00:00,40306.55078125,0,,44330.6,31320.15,0,0,0,0,24088.94921875,40306.55078125,40277.1478515625,,40283.85422324248,40237.80723380139,40399.594905379054,40154.70079774594,57.326204648907805,46.04698944109259,40283.25,-23.30078125
2024-11-04 04:09:00+00:00,40283.25,0,,44330.6,31320.15,0,0,0,0,24092.75,40283.25,40281.050390625,,40282.68246686224,40239.13051017192,40397.07929137782,40165.02148987218,52.61516775943446,43.551956690324005,40266.44921875,-16.80078125
2024-11-04 04:10:00+00:00,40266.44921875,0,,44330.6,31320.15,0,0,0,0,24080.099609375,40266.44921875,40280.700390625,,40278.01739561346,40238.91751835145,40397.28270308982,40164.11807816019,47.570752770978295,39.099877262007794,40229.69921875,-36.75
2024-11-04 04:11:00+00:00,40229.69921875,0,,44330.6,31320.15,0,0,0,0,24070.75,40229.69921875,40280.487890625,,40271.44431031694,40237.74428233767,40397.602145857476,40163.37363539253,49.3607397154721,33.70002797927009,40209.0,-20.69921875
2024-11-04 04:12:00+00:00,40209.0,0,,44330.6,31320.15,0,0,0,0,24079.900390625,40209.0,40278.4953125,,40265.068661715326,40236.4405849911,40399.49007067982,40157.500554320184,47.25253027555139,28.628076724227867,40204.44921875,-4.55078125
2024-11-04 04:13:00+00:00,40204.44921875,0,,44330.6,31320.15,0,0,0,0,24074.5,40204.44921875,40276.527734375,,40257.53831298053,40234.46252283458,40402.34499706395,40150.71047168605,39.847711763601076,23.075790145943756,40184.55078125,-19.8984375
2024-11-04 04:14:00+00:00,40184.55078125,0,,44330.6,31320.15,0,0,0,0,24071.94921875,40184.55078125,40275.340234375,,40249.701330791904,40232.14046311558,40404.638623515355,40146.04184523464,40.24294825692134,17.560867676322232,40177.8515625,-6.69921875
2024-11-04 04:15:00+00:00,40177.8515625,0,,44330.6,31320.15,0,0,0,0,24067.5,40177.8515625,40271.205078125,,40241.17248381172,40229.31724642478,40409.83179745712,40132.57835879288,25.792024201906642,11.8552373869461,40161.6484375,-16.203125
2024-11-04 04:16:00+00:00,40161.6484375,0,,44330.6,31320.15,0,0,0,0,24053.849609375,40161.6484375,40266.1,,40233.3655061868,40226.5675198493,40413.50454589878,40118.69545410122,18.67316854207685,6.797986337500333,40160.05078125,-1.59765625
2024-11-04 04:17:00+00:00,40160.05078125,0,,44330.6,31320.15,0,0,0,0,24040.099609375,40160.05078125,40264.492578125,,40228.64989250234,40224.89238426697,40414.86866461255,40114.11649163745,28.271655985114734,3.75750823537237,40180.94921875,20.8984375
2024-11-04 04:18:00+00:00,40180.94921875,0,,44330.6,31320.15,0,0,0,0,24049.30078125,40180.94921875,40260.4349609375,,40221.41649500212,40222.06127973689,40418.47639008737,40102.393531787624,27.617583699847415,-0.6447847347662901,40154.8984375,-26.05078125
2024-11-04 04:19:00+00:00,40154.8984375,0,,44330.6,31320.15,0,0,0,0,24034.849609375,40154.8984375,40252.6248046875,,40212.81953714478,40218.4960702374,40420.21561224638,40085.033997128616,8.266855294009773,-5.676533092620957,40129.25,-25.6484375
2024-11-04 04:20:00+00:00,40129.25,0,,44330.6,31320.15,0,0,0,0,24026.150390625,40129.25,40246.869921875,,40207.46544432147,40216.06883463985,40419.53081888431,40074.20902486568,17.574121773442215,-8.603390318385209,40151.0,21.75
2024-11-04 04:21:00+00:00,40151.0,0,,44330.6,31320.15,0,0,0,0,24040.25,40151.0,40238.6150390625,,40206.52602700514,40215.34462788927,40403.57376682398,40073.65631130101,31.32832753502491,-8.818600884136686,40199.05078125,48.05078125
2024-11-04 04:22:00+00:00,40199.05078125,0,,44330.6,31320.15,0,0,0,1,24037.849609375,40199.05078125,40230.482421875,,40209.375854790356,40216.172258903425,40377.15071298651,40083.81413076349,42.26708508556836,-6.796404113069002,40235.3515625,36.30078125
2024-11-04 04:23:00+00:00,40235.3515625,0,,44330.6,31320.15,0,0,0,0,24035.349609375,40235.3515625,40224.955078125,,40210.49258885794,40216.36556492682,40363.688027506956,40086.222128743044,41.87234899497803,-5.872976068880234,40220.19921875,-15.15234375
2024-11-04 04:24:00+00:00,40220.19921875,0,,44330.6,31320.15,0,0,1,0,24029.30078125,40220.19921875,40219.8826171875,,40210.16963396671,40216.002270714,40353.05315103116,40086.71208334383,45.35823846206285,-5.832636747290962,40204.3515625,-15.84765625
2024-11-04 04:25:00+00:00,40204.3515625,0,,44330.6,31320.15,0,0,0,0,24026.849609375,40204.3515625,40212.44765625,,40212.18696049369,40216.60420372522,40322.57722653649,40102.31808596351,53.90686876962993,-4.4172432315317565,40233.19921875,28.84765625
2024-11-04 04:26:00+00:00,40233.19921875,0,,44330.6,31320.15,0,0,0,0,24038.55078125,40233.19921875,40205.54765625,,40211.35963092286,40216.09031338305,40297.41006345093,40113.685249049064,49.838400161599836,-4.730682460191019,40202.55078125,-30.6484375
2024-11-04 04:27:00+00:00,40202.55078125,0,,44330.6,31320.15,0,0,0,0,24042.5,40202.55078125,40199.9326171875,,40209.69666012069,40215.22004374058,40278.68369445316,40121.18153992184,51.31418172364487,-5.5233836198895006,40195.55078125,-7.0
2024-11-04 04:28:00+00:00,40195.55078125,0,,44330.6,31320.15,0,0,0,0,24043.349609375,40195.55078125,40195.3650390625,,40208.073019871095,40214.33488271153,40263.462039277896,40127.2680388471,52.989341995758274,-6.261862840437971,40192.6484375,-2.90234375
2024-11-04 04:29:00+00:00,40192.6484375,0,,44330.6,31320.15,0,0,0,0,24039.0,40192.6484375,40191.330078125,,40206.43288107385,40213.41396819343,40249.21779665661,40133.44235959339,55.52804816294379,-6.981087119580479,40188.80078125,-3.84765625
2024-11-04 04:30:00+00:00,40188.80078125,0,,44330.6,31320.15,0,0,0,0,24061.69921875,40188.80078125,40187.44765625,,40201.63458585253,40211.164431450554,40243.76482856455,40131.13048393545,49.49472153263623,-9.529845598022803,40162.1484375,-26.65234375
2024-11-04 04:31:00+00:00,40162.1484375,0,,44330.6,31320.15,0,0,1,0,24047.349609375,40162.1484375,40182.315234375,,40192.560012199916,40207.05412286426,40248.25053173055,40116.37993701945,38.4878728095625,-14.494110664345499,40109.25,-52.8984375
2024-11-04 04:32:00+00:00,40109.25,0,,44330.6,31320.15,0,0,0,0,24032.55078125,40109.25,40177.3751953125,,40184.28755568088,40203.07942074213,40250.70246694364,40104.04792368136,42.32280952502488,-18.791865061248245,40102.75,-6.5
2024-11-04 04:33:00+00:00,40102.75,0,,44330.6,31320.15,0,0,0,0,24029.5,40102.75,40173.97265625,,40177.96961883032,40199.74098144832,40251.79260447894,40096.15270802106,47.776417788657696,-21.77136261799751,40115.30078125,12.55078125
