Datetime,Open,Volume,PE_Ratio,52_Week_High,52_Week_Low,Is_52_week_high,Is_52_week_low,Is_high,Is_low,Maket_index,Sector_index,SMA_20,SMA_50,EMA_20,EMA_50,BB_upper,BB_lower,RSI,MACD,Target,Delta_Target
2024-11-04 03:45:00+00:00,24300.19921875,0,,26277.35,20507.75,0,0,1,0,24300.19921875,40253.1484375,,,24199.44921875,24199.44921875,,,,0.0,24198.400390625,-101.798828125
2024-11-04 03:46:00+00:00,24198.400390625,0,,26277.35,20507.75,0,0,0,0,24198.400390625,40179.44921875,,,24194.715959821428,24197.500229779413,,,,-2.7842699579850887,24149.400390625,-49.0
2024-11-04 03:47:00+00:00,24149.400390625,0,,26277.35,20507.75,0,0,0,0,24149.400390625,40151.44921875,,,24189.94781037415,24195.427687067477,,,,-5.479876693327242,24141.400390625,-8.0
2024-11-04 03:48:00+00:00,24141.400390625,0,,26277.35,20507.75,0,0,0,0,24141.400390625,40232.3515625,,,24184.071828433756,24192.79326796679,,,,-8.721439533033845,24130.400390625,-11.0
2024-11-04 03:49:00+00:00,24130.400390625,0,,26277.35,20507.75,0,0,0,0,24130.400390625,40185.19921875,,,24177.517368582925,24189.752355497505,,,,-12.234986914580077,24115.099609375,-15.30078125
2024-11-04 03:50:00+00:00,24115.099609375,0,,26277.35,20507.75,0,0,0,0,24115.099609375,40196.3984375,,,24171.91098972979,24186.964043149565,,,,-15.053053419775097,24118.94921875,3.849609375
2024-11-04 03:51:00+00:00,24118.94921875,0,,26277.35,20507.75,0,0,0,0,24118.94921875,40242.19921875,,,24166.852874636475,24184.290974055464,,,,-17.438099418988713,24118.849609375,-0.099609375
2024-11-04 03:52:00+00:00,24118.849609375,0,,26277.35,20507.75,0,0,1,0,24118.849609375,40211.0,,,24161.06219907586,24181.22273120035,,,,-20.16053212448969,24107.599609375,-11.25
2024-11-04 03:53:00+00:00,24107.599609375,0,,26277.35,20507.75,0,0,0,0,24107.599609375,40248.1015625,,,24155.132540235303,24177.990497868963,,,,-22.85795763365968,24099.099609375,-8.5
2024-11-04 03:54:00+00:00,24099.099609375,0,,26277.35,20507.75,0,0,0,0,24099.099609375,40227.19921875,,,24148.43892777242,24174.337914006454,,,,-25.898986234034965,24084.099609375,-15.0
2024-11-04 03:55:00+00:00,24084.099609375,0,,26277.35,20507.75,0,0,0,0,24084.099609375,40203.1015625,,,24144.46371738933,24171.68541615326,,,,-27.221698763929453,24106.80078125,22.701171875
2024-11-04 03:56:00+00:00,24106.80078125,0,,26277.35,20507.75,0,0,0,0,24106.80078125,40243.6015625,,,24141.23391394749,24169.28797949039,,,,-28.05406554289948,24113.25,6.44921875
