Datetime,Open,Volume,PE_Ratio,52_Week_High,52_Week_Low,Is_52_week_high,Is_52_week_low,Is_high,Is_low,Maket_index,Sector_index,SMA_20,SMA_50,EMA_20,EMA_50,BB_upper,BB_lower,RSI,MACD,Target,Delta_Target
2024-11-04 03:45:00+00:00,1734.1500244140625,320666,28.573517,1991.45,1358.35,0,0,0,0,24300.19921875,40253.1484375,,,1727.75,1727.75,,,,0.0,1727.3499755859375,-6.800048828125
2024-11-04 03:46:00+00:00,1727.3499755859375,127104,28.573517,1991.45,1358.35,0,0,0,0,24198.400390625,40179.44921875,,,1727.654761904762,1727.7107843137255,,,,-0.056022408963599446,1726.949951171875,-0.4000244140625
2024-11-04 03:47:00+00:00,1726.949951171875,79162,28.573517,1991.45,1358.35,0,0,0,0,24149.400390625,40151.44921875,,,1727.8066893424036,1727.7711457131873,,,,0.035543629216363115,1729.0999755859375,2.1500244140625
2024-11-04 03:48:00+00:00,1729.0999755859375,80434,28.573517,1991.45,1358.35,0,0,1,0,24141.400390625,40232.3515625,,,1727.587004643127,1727.6820811754153,,,,-0.09507653228820345,1725.5,-3.5999755859375
2024-11-04 03:49:00+00:00,1725.5,118921,28.573517,1991.45,1358.35,0,0,0,0,24130.400390625,40185.19921875,,,1727.2501517083651,1727.5396485343451,,,,-0.28949682597999526,1723.800048828125,-1.699951171875
2024-11-04 03:50:00+00:00,1723.800048828125,118127,28.573517,1991.45,1358.35,0,0,0,0,24115.099609375,40196.3984375,,,1727.2787133388185,1727.5400563890034,,,,-0.2613430501849052,1727.25,3.449951171875
2024-11-04 03:51:00+00:00,1727.25,127126,28.573517,1991.45,1358.35,0,0,0,0,24118.94921875,40242.19921875,,,1727.4378788467286,1727.5953463804888,,,,-0.15746753376015477,1728.75,1.5
2024-11-04 03:52:00+00:00,1728.75,96671,28.573517,1991.45,1358.35,0,0,0,0,24118.849609375,40211.0,,,1727.4771261552246,1727.6053318395261,,,,-0.1282056843015198,1728.300048828125,-0.449951171875
2024-11-04 03:53:00+00:00,1728.300048828125,99655,28.573517,1991.45,1358.35,0,0,1,0,24107.599609375,40248.1015625,,,1727.4221640846376,1727.5776727248021,,,,-0.1555086401644985,1726.6500244140625,-1.6500244140625
2024-11-04 03:54:00+00:00,1726.6500244140625,136289,28.573517,1991.45,1358.35,0,0,0,0,24099.099609375,40227.19921875,,,1726.996239045327,1727.3961934482168,,,,-0.3999544028897617,1723.0,-3.6500244140625
