Price,Adj Close,Close,High,Low,Open,Volume,PE_Ratio,52_Week_High,52_Week_Low
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,
Datetime,,,,,,,,,
2024-11-04 03:45:00+00:00,3963.199951171875,3963.199951171875,3977.449951171875,3963.199951171875,3970.050048828125,0,32.67924,4592.25,3498.0
2024-11-04 03:46:00+00:00,3955.949951171875,3955.949951171875,3962.0,3955.949951171875,3962.0,27560,32.67924,4592.25,3498.0
2024-11-04 03:47:00+00:00,3964.14990234375,3964.14990234375,3968.949951171875,3964.14990234375,3967.60009765625,17655,32.67924,4592.25,3498.0
2024-11-04 03:48:00+00:00,3960.35009765625,3960.35009765625,3963.25,3960.35009765625,3963.25,7672,32.67924,4592.25,3498.0
2024-11-04 03:49:00+00:00,3962.35009765625,3962.35009765625,3962.35009765625,3958.60009765625,3960.10009765625,7897,32.67924,4592.25,3498.0
2024-11-04 03:50:00+00:00,3963.300048828125,3963.300048828125,3963.75,3956.5,3960.550048828125,17990,32.67924,4592.25,3498.0
2024-11-04 03:51:00+00:00,3960.25,3960.25,3966.0,3960.050048828125,3962.10009765625,9758,32.67924,4592.25,3498.0
2024-11-04 03:52:00+00:00,3965.60009765625,3965.60009765625,3965.60009765625,3960.60009765625,3961.699951171875,21405,32.67924,4592.25,3498.0
2024-11-04 03:53:00+00:00,3958.5,3958.5,3966.0,3958.050048828125,3965.64990234375,8991,32.67924,4592.25,3498.0
2024-11-04 03:54:00+00:00,3959.050048828125,3959.050048828125,3963.0,3958.75,3960.0,5653,32.67924,4592.25,3498.0
2024-11-04 03:55:00+00:00,3958.89990234375,3958.89990234375,3960.35009765625,3957.25,3958.60009765625,14322,32.67924,4592.25,3498.0
2024-11-04 03:56:00+00:00,3957.699951171875,3957.699951171875,3960.0,3955.75,3959.60009765625,22293,32.67924,4592.25,3498.0
2024-11-04 03:57:00+00:00,3956.550048828125,3956.550048828125,3957.699951171875,3955.75,3957.699951171875,13511,32.67924,4592.25,3498.0
2024-11-04 03:58:00+00:00,3954.699951171875,3954.699951171875,3956.5,3954.0,3956.5,4122,32.67924,4592.25,3498.0
2024-11-04 03:59:00+00:00,3963.35009765625,3963.35009765625,3964.85009765625,3954.64990234375,3954.85009765625,12452,32.67924,4592.25,3498.0
2024-11-04 04:00:00+00:00,3961.39990234375,3961.39990234375,3962.10009765625,3960.0,3962.0,13608,32.67924,4592.25,3498.0
2024-11-04 04:01:00+00:00,3965.800048828125,3965.800048828125,3966.14990234375,3959.85009765625,3962.0,37605,32.67924,4592.25,3498.0
2024-11-04 04:02:00+00:00,3963.050048828125,3963.050048828125,3965.64990234375,3961.64990234375,3965.64990234375,11873,32.67924,4592.25,3498.0
2024-11-04 04:03:00+00:00,3956.35009765625,3956.35009765625,3963.300048828125,3956.35009765625,3961.64990234375,3247,32.67924,4592.25,3498.0
2024-11-04 04:04:00+00:00,3956.800048828125,3956.800048828125,3958.050048828125,3954.25,3956.0,5127,32.67924,4592.25,3498.0
2024-11-04 04:05:00+00:00,3959.050048828125,3959.050048828125,3961.800048828125,3955.0,3958.050048828125,13674,32.67924,4592.25,3498.0
2024-11-04 04:06:00+00:00,3955.949951171875,3955.949951171875,3960.14990234375,3955.0,3960.14990234375,2808,32.67924,4592.25,3498.0
2024-11-04 04:07:00+00:00,3955.0,3955.0,3957.75,3954.0,3957.14990234375,2476,32.67924,4592.25,3498.0
2024-11-04 04:08:00+00:00,3954.89990234375,3954.89990234375,3956.75,3953.800048828125,3955.300048828125,4479,32.67924,4592.25,3498.0
2024-11-04 04:09:00+00:00,3951.199951171875,3951.199951171875,3955.35009765625,3950.75,3954.89990234375,11372,32.67924,4592.25,3498.0
2024-11-04 04:10:00+00:00,3948.75,3948.75,3952.0,3948.0,3952.0,14218,32.67924,4592.25,3498.0
2024-11-04 04:11:00+00:00,3948.39990234375,3948.39990234375,3949.949951171875,3948.0,3949.949951171875,2806,32.67924,4592.25,3498.0
2024-11-04 04:12:00+00:00,3950.050048828125,3950.050048828125,3952.39990234375,3947.949951171875,3948.300048828125,18827,32.67924,4592.25,3498.0
2024-11-04 04:13:00+00:00,3947.300048828125,3947.300048828125,3949.89990234375,3946.0,3949.89990234375,3455,32.67924,4592.25,3498.0
2024-11-04 04:14:00+00:00,3946.75,3946.75,3948.0,3944.35009765625,3947.300048828125,8560,32.67924,4592.25,3498.0
2024-11-04 04:15:00+00:00,3944.10009765625,3944.10009765625,3947.0,3942.800048828125,3946.75,4399,32.67924,4592.25,3498.0
2024-11-04 04:16:00+00:00,3945.75,3945.75,3948.25,3943.550048828125,3943.64990234375,6799,32.67924,4592.25,3498.0
2024-11-04 04:17:00+00:00,3949.64990234375,3949.64990234375,3949.64990234375,3944.64990234375,3944.64990234375,20734,32.67924,4592.25,3498.0
2024-11-04 04:18:00+00:00,3944.25,3944.25,3949.550048828125,3944.0,3948.85009765625,3550,32.67924,4592.25,3498.0
2024-11-04 04:19:00+00:00,3941.949951171875,3941.949951171875,3946.5,3941.949951171875,3945.050048828125,8292,32.67924,4592.25,3498.0
2024-11-04 04:20:00+00:00,3944.449951171875,3944.449951171875,3945.0,3941.75,3943.89990234375,4254,32.67924,4592.25,3498.0
2024-11-04 04:21:00+00:00,3946.0,3946.0,3946.5,3942.35009765625,3943.199951171875,5926,32.67924,4592.25,3498.0
2024-11-04 04:22:00+00:00,3947.199951171875,3947.199951171875,3948.5,3945.550048828125,3945.699951171875,5386,32.67924,4592.25,3498.0
